power_output_kw,hour,day_of_week,duration_mins
50.0,19,4,38.605088333333335
50.0,8,6,35.32813003333333
120.0,19,0,17.587588616666668
22.0,12,0,193.65265016666666
50.0,12,6,30.856469283333336
50.0,20,6,47.38733751666667
50.0,13,4,39.32304588333333
65.0,20,4,45.00872518333333
22.0,18,1,169.33705185
11.0,9,3,94.10291903333334
50.0,11,4,41.36986983333334
30.0,16,0,97.73418711666666
120.0,9,2,23.09083885
7.2,12,1,174.90977751666665
30.0,20,6,234.7421024
11.0,16,3,211.3012233166667
15.0,9,0,127.23353905
7.2,13,2,226.47640085
30.0,23,2,93.94598923333334
7.2,13,0,97.02827336666665
50.0,13,6,45.1739575
50.0,12,6,38.126064416666665
120.0,18,3,16.8337061
7.2,20,4,122.21953409999999
15.0,13,4,109.92753711666666
22.0,9,2,184.58747218333335
50.0,12,3,51.526062833333334
60.0,11,0,43.44715358333334
50.0,15,3,32.755878716666665
30.0,10,6,185.39809525
150.0,12,0,30.63664725
50.0,12,4,32.67730055
7.2,13,4,102.50816733333333
60.0,13,6,56.62657626666667
50.0,8,6,37.10512406666667
30.0,12,5,159.45026744999998
30.0,17,2,110.34388085
30.0,13,4,237.68278516666666
150.0,8,0,30.64834365
11.0,17,2,140.20431541666667
15.0,14,3,105.18396626666666
50.0,9,1,47.20455223333333
120.0,18,3,30.46770455
30.0,12,3,132.02567770000002
50.0,18,4,46.1203822
30.0,20,4,107.99924779999999
30.0,20,3,143.6885709
11.0,12,6,226.97688028333332
22.0,20,1,152.76299394999998
50.0,18,3,61.414167883333334
150.0,17,3,33.15045611666667
60.0,11,0,41.91276633333334
7.2,11,0,117.23745155
60.0,9,4,48.28815873333333
50.0,19,3,42.42062775
60.0,11,6,51.83041863333334
50.0,20,1,35.97131855
22.0,11,6,96.33363728333333
15.0,17,3,144.90387235
150.0,21,4,33.09699273333333
50.0,17,4,59.06388286666667
15.0,15,1,169.71428815
50.0,18,4,63.73998726666667
50.0,16,6,47.98831823333333
30.0,19,3,188.59149218333332
50.0,8,4,33.81969203333333
50.0,9,4,64.76309685
22.0,12,6,187.65284178333334
120.0,20,1,16.100496366666665
60.0,20,0,41.950124699999996
22.0,18,5,198.16514335
50.0,13,3,39.26814878333333
120.0,13,0,22.370912616666665
120.0,20,2,22.7215127
7.2,19,5,200.06457995
50.0,10,6,31.9239444
15.0,10,6,161.60572073333333
50.0,17,0,50.45922816666667
11.0,11,3,103.50877385
50.0,20,0,56.01560308333333
50.0,19,2,48.3958128
30.0,20,6,184.55573885
11.0,17,2,115.3604008
60.0,20,3,31.894171333333336
120.0,13,0,31.454324116666665
60.0,19,4,39.14435441666667
50.0,11,3,52.66063543333333
15.0,12,3,222.45911925000001
150.0,22,5,30.209140116666667
11.0,11,6,187.25152416666666
7.2,20,5,183.35936859999998
50.0,18,3,30.647830083333336
7.2,8,4,174.0532777
50.0,18,6,58.665520066666666
150.0,20,0,30.040912616666667
50.0,22,3,50.35092045
50.0,21,1,39.81663145
150.0,13,6,21.624755450000002
60.0,10,3,51.242332033333334
50.0,12,2,61.077276399999995
30.0,16,1,162.88272573333333
30.0,17,6,228.9686709833333
50.0,19,4,62.62784975
15.0,16,3,236.7116362333333
11.0,18,4,104.18753551666667
150.0,13,4,16.214770033333334
15.0,11,0,225.04778833333333
11.0,16,2,193.13855315
60.0,12,1,57.80818615
150.0,19,1,26.993243966666668
15.0,13,6,221.3241444
30.0,15,6,229.75699625000001
30.0,11,1,102.63498931666666
30.0,18,5,107.36585726666667
7.2,8,2,234.83097924999998
30.0,12,0,229.72375038333334
30.0,18,2,193.36929141666667
60.0,18,3,53.43233548333333
150.0,10,3,16.487522933333334
22.0,11,5,98.02296568333333
120.0,20,0,30.86492816666667
50.0,8,0,34.007153566666666
50.0,15,4,53.342609016666664
120.0,19,1,23.129847299999998
50.0,18,2,44.01223611666667
30.0,12,3,200.34159444999997
50.0,11,0,33.411693066666665
22.0,18,4,233.24916983333333
60.0,11,0,43.55388751666667
50.0,12,2,32.29314576666666
30.0,19,4,124.90691446666666
50.0,13,0,57.63546485
7.2,19,6,215.91628291666666
120.0,12,4,28.685385766666666
11.0,18,5,202.50634399999998
120.0,10,0,22.130712516666666
30.0,21,1,108.9076344
30.0,18,2,206.53539236666666
50.0,13,0,57.594498683333335
11.0,14,0,119.05347336666667
30.0,13,2,239.72707475
60.0,19,2,53.57543486666667
30.0,20,2,228.41202145
50.0,20,6,30.360877183333333
120.0,13,5,18.2438734
120.0,12,3,27.17196005
50.0,17,6,50.972288533333334
50.0,10,0,57.64562133333333
50.0,10,5,38.82585185000001
11.0,12,0,179.44463081666666
65.0,21,3,52.35403406666667
60.0,12,6,50.61795013333334
22.0,13,6,119.26764738333333
50.0,19,4,35.57175466666667
60.0,13,1,62.88854775
11.0,12,4,138.2820216
60.0,8,6,33.35209493333333
22.0,18,5,207.60920995
30.0,13,2,227.20933183333332
60.0,12,0,30.521157133333336
7.2,12,3,196.15243826666668
50.0,17,0,34.92405618333333
22.0,12,0,151.47739561666668
60.0,13,4,49.1410829
50.0,19,5,49.374082433333335
11.0,13,5,227.72620721666667
150.0,8,5,31.468219316666666
22.0,16,1,206.14405476666667
50.0,15,2,35.5063137
50.0,19,6,63.24826601666667
120.0,11,4,29.3061847
30.0,19,1,141.55154236666667
60.0,17,1,35.89480583333333
11.0,9,6,218.67085613333333
50.0,12,2,54.33917446666667
50.0,17,5,62.87989878333334
60.0,19,1,60.2746806
15.0,9,1,106.98652999999999
22.0,10,3,202.50748725
30.0,17,6,118.55792208333334
22.0,18,2,214.33483343333333
22.0,21,1,107.65447506666666
7.2,17,2,108.9610338
11.0,18,0,199.09337758333334
15.0,20,6,228.39062353333333
50.0,9,4,33.56558353333333
50.0,20,3,56.42237033333333
30.0,16,2,201.43005515000002
11.0,19,5,151.58837558333335
50.0,12,0,35.54351521666667
50.0,8,6,42.967405633333335
22.0,12,4,161.46684435
50.0,10,4,63.93347336666667
7.2,9,0,176.89543411666668
50.0,19,6,43.43423526666666
50.0,9,2,47.65194315
150.0,12,2,29.00177216666667
50.0,12,5,44.4277402
50.0,9,2,41.78214228333333
50.0,13,2,46.31497713333333
50.0,14,6,62.93640623333333
30.0,10,5,214.97329706666667
30.0,20,0,145.01910816666665
7.2,12,3,128.8616255
22.0,12,3,107.4730523
50.0,20,2,63.120689999999996
50.0,19,6,30.003513666666667
11.0,11,1,91.35768971666667
50.0,18,0,61.16355226666667
50.0,12,3,58.56922478333333
11.0,22,1,136.29030711666667
15.0,22,2,134.7789774
30.0,19,1,169.94354981666666
60.0,17,2,60.74446155
7.2,13,6,163.53470971666667
50.0,18,0,57.987750766666665
50.0,13,5,33.88469025
30.0,16,2,106.94071269999999
7.2,9,1,178.62584139999998
30.0,18,1,113.52000298333334
11.0,17,4,238.44886284999998
22.0,8,4,215.67082108333335
50.0,9,6,35.04821071666667
60.0,22,6,60.292729533333336
15.0,12,4,218.4310813333333
30.0,12,5,197.1181046
50.0,11,1,35.27118293333333
50.0,21,6,42.55653478333333
50.0,20,1,33.82476653333333
50.0,18,5,58.3057377
50.0,18,3,33.57948388333333
50.0,17,2,55.78365433333333
60.0,12,4,63.21719158333334
30.0,12,1,238.23800244999998
11.0,9,4,120.75200398333332
30.0,19,4,126.97081236666666
50.0,8,3,51.703011116666666
120.0,17,0,18.087224216666666
11.0,8,2,163.03177771666665
22.0,13,2,209.29006898333333
22.0,20,5,177.6992653833333
50.0,12,1,48.529351866666666
60.0,11,2,57.43975806666666
60.0,9,2,38.95185645
50.0,13,6,42.69515358333333
50.0,12,0,31.600980466666666
15.0,18,1,212.5406532
120.0,8,5,22.92898853333333
60.0,17,1,58.515649816666674
50.0,18,6,37.28771635
150.0,11,0,28.372407916666667
50.0,10,2,41.38926863333334
120.0,13,4,26.692045133333334
30.0,18,6,164.5468375
7.2,17,5,225.76126324999998
150.0,21,3,17.2356246
50.0,18,4,56.47816961666667
50.0,20,6,42.392714616666666
150.0,1,4,16.309931533333334
11.0,14,1,237.98042388333334
7.2,17,2,166.86096146666665
50.0,8,4,43.56984406666666
22.0,13,3,197.34653178333335
50.0,13,3,47.11736581666666
50.0,11,4,32.26736233333333
30.0,20,3,158.7960362
120.0,18,5,28.704567216666664
11.0,12,2,227.47662118333335
60.0,19,1,48.58281345
120.0,0,2,17.175102466666665
50.0,13,6,37.57701991666667
50.0,8,4,64.44333436666666
50.0,20,4,46.48910421666667
30.0,15,3,125.21045575
11.0,8,1,222.12804566666668
120.0,11,1,23.10247701666667
50.0,15,2,45.4948758
11.0,11,5,118.79022611666666
30.0,11,0,92.83657708333334
50.0,22,4,35.48678255
120.0,16,2,31.8452435
50.0,22,2,51.267869766666664
50.0,19,5,49.124787983333334
30.0,10,5,109.64006503333333
120.0,19,2,23.636427783333332
30.0,13,0,126.55779378333334
15.0,18,1,177.14850053333333
50.0,18,1,52.291764816666664
50.0,17,0,30.444789916666664
50.0,19,3,46.867286150000005
11.0,18,3,129.93555468333335
7.2,12,3,101.10108953333334
50.0,12,6,55.32295875
60.0,17,3,49.32782888333334
50.0,9,6,43.71605815
50.0,20,1,43.617127733333334
120.0,17,5,25.250974066666668
30.0,14,1,97.71467498333332
150.0,10,2,15.720444683333334
22.0,17,6,174.41974481666665
50.0,12,3,43.417183183333336
11.0,21,0,183.61965336666665
120.0,16,4,30.463427433333333
120.0,14,2,15.26107685
50.0,18,4,46.5179557
60.0,19,6,51.17856761666667
50.0,18,0,36.80885008333333
50.0,17,5,47.40689475
11.0,12,2,190.65323099999998
120.0,19,3,23.2889677
50.0,19,3,47.7801874
50.0,13,1,41.72184285
50.0,19,0,31.166299166666665
15.0,10,6,144.8658769
50.0,13,2,41.54236601666666
50.0,12,1,33.66400285
11.0,20,4,158.14817128333334
50.0,11,6,64.34267489999999
50.0,21,5,59.99820965
22.0,9,6,152.3198355
50.0,18,2,49.11072873333333
150.0,18,6,31.742137516666666
120.0,16,6,17.092022733333334
50.0,11,4,47.7001679
15.0,20,6,178.48950333333332
22.0,13,0,211.90949196666668
60.0,13,4,63.9718295
50.0,8,1,48.16816441666666
60.0,20,1,48.474689266666665
50.0,21,6,64.28554596666667
50.0,17,4,40.64951251666666
30.0,16,4,224.74028230000002
11.0,13,2,233.13285475
50.0,13,5,31.364786666666664
30.0,19,0,187.96251361666666
22.0,10,2,210.45370493333334
30.0,17,1,221.33716696666667
7.2,17,1,209.59471015
50.0,19,0,43.4191568
50.0,11,1,30.413710266666666
22.0,21,5,176.94562243333334
50.0,12,5,37.66864635
150.0,11,1,34.0999483
120.0,17,2,27.107570266666666
22.0,20,1,205.59143615
50.0,17,3,52.322826549999995
50.0,11,4,39.59927733333333
30.0,17,4,206.50062411666667
50.0,20,5,31.430591900000003
60.0,20,4,58.71071736666667
50.0,19,3,53.92637898333333
60.0,13,4,39.17508771666667
22.0,9,6,192.72907118333333
50.0,13,3,56.134273916666665
22.0,19,1,191.61526816666668
50.0,16,2,40.618832350000005
60.0,20,2,32.433528966666664
50.0,22,3,59.00198468333333
150.0,20,6,18.40446078333333
22.0,11,1,197.0338213
11.0,18,0,152.12859214999997
30.0,10,5,170.1442385
50.0,19,5,48.39699243333334
150.0,12,3,19.23795215
120.0,8,5,19.218134083333332
15.0,19,6,221.25115061666665
22.0,12,5,206.85379448333333
22.0,17,2,101.95454043333334
11.0,18,1,192.50850548333335
50.0,18,1,35.8890449
50.0,20,2,57.461079049999995
50.0,18,6,35.33859075
50.0,17,4,61.28421556666667
50.0,9,0,51.06803058333333
15.0,18,2,159.61025741666666
30.0,16,2,100.57803600000001
120.0,17,2,26.561767999999997
150.0,15,1,31.46138635
50.0,13,6,47.20042445
15.0,13,3,135.10879671666666
15.0,18,3,182.9109601
7.2,18,2,238.41612091666667
150.0,20,6,16.015947116666666
150.0,17,2,16.132580516666668
7.2,10,5,160.25361263333335
15.0,15,0,180.00135756666666
50.0,16,0,40.888078033333336
120.0,10,5,18.689768733333334
22.0,8,5,104.01796221666667
150.0,17,1,31.269718683333334
15.0,8,5,164.93673441666667
120.0,20,3,20.739363700000002
15.0,10,4,170.86154311666667
7.2,11,0,143.93471786666666
15.0,14,5,230.84921716666668
50.0,13,1,49.54790526666667
120.0,17,4,26.623168616666664
30.0,11,4,132.73739955
150.0,17,3,16.6345636
11.0,3,2,181.55048861666668
50.0,18,0,55.78425873333333
50.0,16,4,51.43495385000001
11.0,9,4,230.95698773333334
11.0,9,0,124.03226986666667
150.0,20,6,26.18984875
50.0,17,2,50.43432048333333
22.0,13,2,172.57814355
30.0,11,3,200.50623253333333
120.0,18,3,21.32873105
50.0,17,1,36.5254943
50.0,19,6,33.926338449999996
50.0,12,1,34.69650475
50.0,19,6,60.713622533333336
120.0,12,4,17.169758866666665
60.0,20,5,63.697219483333335
22.0,12,5,196.77748861666666
50.0,21,4,47.032166716666666
50.0,19,4,32.22223413333333
50.0,17,0,57.53761613333334
50.0,17,1,48.0906206
22.0,20,3,236.2723778
30.0,9,0,103.25781333333333
11.0,9,2,211.3401208666667
11.0,17,0,218.0965315166667
120.0,17,1,16.394682016666668
120.0,11,1,29.545052766666668
50.0,13,4,40.895855350000005
11.0,11,6,177.91936643333332
120.0,20,5,23.085357199999997
60.0,22,0,60.3113562
11.0,12,6,151.61479443333334
50.0,16,2,41.82531365
50.0,13,6,48.11368086666666
50.0,18,5,31.959509649999998
150.0,17,0,34.495868249999994
60.0,19,1,54.15995058333333
50.0,19,5,33.62927606666667
50.0,13,1,32.72247755
150.0,18,1,28.7822223
50.0,18,5,35.303885433333335
15.0,20,0,105.90584926666666
50.0,18,2,60.305820016666665
50.0,11,2,35.62906005
60.0,14,0,59.00914995
30.0,14,0,196.03228501666666
50.0,5,2,51.06659938333333
50.0,14,4,53.457270799999996
60.0,8,3,42.0229211
50.0,20,0,49.36096045
60.0,15,5,38.18516385
22.0,18,2,98.70718465
30.0,12,1,157.78494383333333
30.0,20,4,99.1981144
50.0,8,4,47.963357800000004
7.2,18,0,236.7955353
60.0,18,5,60.15413563333333
60.0,14,0,41.56143411666667
50.0,19,6,44.66167493333333
50.0,9,4,46.336147483333335
50.0,13,1,39.80524938333333
50.0,12,5,49.29629925
7.2,17,1,228.90905188333332
60.0,18,2,41.15302093333333
11.0,11,3,169.63036128333334
50.0,17,1,48.62001565
15.0,12,6,165.06609786666667
50.0,19,4,54.4491637
60.0,18,5,41.62944383333333
50.0,19,0,33.81033958333333
60.0,8,5,53.26754835
15.0,20,4,149.03127373333334
60.0,18,1,60.73173941666666
7.2,17,0,123.50833845000001
60.0,22,1,54.101657233333334
50.0,12,1,43.98261453333334
50.0,8,5,33.40483046666667
30.0,19,3,135.99124103333332
50.0,9,4,30.426101683333332
60.0,19,6,56.69356355
22.0,17,6,158.86918346666667
120.0,19,6,30.956493149999996
15.0,10,1,192.79844948333331
22.0,12,0,235.12095618333333
120.0,18,6,23.517727566666668
60.0,13,6,46.34953803333334
150.0,19,5,17.5484285
120.0,21,2,26.422143716666668
120.0,11,0,31.406763366666667
50.0,18,2,59.64140405
50.0,9,0,39.71755761666667
11.0,10,6,237.07970626666665
50.0,17,6,54.58223593333333
150.0,12,0,22.834531333333334
50.0,10,4,41.358638150000004
50.0,19,4,34.32199611666667
30.0,13,6,98.84066038333334
11.0,19,3,143.99080715
7.2,9,3,145.20876688333334
60.0,10,2,62.108814966666664
150.0,9,1,17.160817316666666
50.0,11,5,45.46838128333333
50.0,13,2,32.20748668333333
50.0,20,5,48.6977996
50.0,21,0,48.401487350000004
30.0,20,6,225.05374145
150.0,18,0,29.5535335
60.0,18,5,59.54385441666667
15.0,13,5,138.87223196666667
11.0,19,5,112.93204531666667
15.0,14,1,214.10949445
150.0,20,1,25.726218416666665
30.0,20,5,100.80179261666667
50.0,17,4,49.189708949999996
50.0,19,0,32.052378483333335
30.0,12,5,132.20522143333332
30.0,13,3,228.51015855
150.0,18,1,25.070281583333333
50.0,12,3,42.09928696666667
50.0,9,5,30.9891113
50.0,19,1,60.25925376666667
30.0,19,1,122.29409276666667
30.0,11,4,148.91183876666668
60.0,17,4,44.04154161666667
50.0,18,2,50.442760283333335
15.0,19,2,215.84857781666668
60.0,20,1,56.764726466666666
50.0,19,1,36.52797445
50.0,19,5,31.939184383333334
50.0,18,1,32.82832891666666
50.0,19,3,30.152014333333334
150.0,13,0,18.589812533333333
11.0,19,6,210.02036875000002
60.0,21,0,35.4642846
30.0,18,5,206.58505465000002
50.0,14,2,51.88737808333334
60.0,12,5,36.65127548333333
15.0,16,1,178.44277300000002
60.0,8,3,47.71361951666667
50.0,22,6,34.389562
7.2,13,4,211.82105583333333
50.0,17,5,44.66180288333333
60.0,19,0,56.86412168333333
15.0,16,1,214.92799781666665
60.0,22,0,32.21179398333333
50.0,11,4,40.485002466666664
22.0,17,6,119.86922718333334
11.0,13,4,96.26455088333334
50.0,12,4,54.924640849999996
11.0,18,5,136.40071591666666
50.0,13,3,55.45808771666667
150.0,18,4,16.671431566666666
50.0,10,5,49.982762650000005
50.0,22,5,44.15208436666667
120.0,20,4,24.339895266666666
50.0,10,1,48.17703661666667
15.0,13,0,125.04565885000001
50.0,0,5,56.972678433333336
30.0,19,5,219.81271968333334
150.0,12,1,25.129421966666666
15.0,10,2,231.23366113333336
30.0,21,3,155.37633588333335
150.0,11,1,17.574905683333334
50.0,10,4,34.858826066666666
50.0,18,4,32.45739386666666
50.0,11,4,31.800442583333332
50.0,22,6,40.12489685
50.0,8,6,41.781252783333336
50.0,10,0,51.535960749999994
60.0,19,2,47.38991473333333
7.2,18,6,116.5244955
30.0,15,6,138.61241944999998
120.0,21,6,19.6781509
7.2,18,3,123.25046528333334
60.0,22,2,53.31583515
150.0,22,4,18.843544383333334
50.0,9,6,60.809517783333334
50.0,22,5,55.194971200000005
22.0,12,5,214.20002268333334
150.0,10,3,25.647389116666666
7.2,12,1,209.13160735000002
50.0,18,5,40.941519533333334
11.0,19,1,130.71917898333334
65.0,12,6,53.51229443333333
120.0,12,5,27.3239294
50.0,11,1,41.27168068333334
50.0,12,3,49.0661845
50.0,13,3,56.100020566666664
60.0,21,6,34.34737871666667
15.0,10,2,111.97414078333333
50.0,20,4,54.29849913333333
50.0,12,6,36.05476931666667
50.0,14,0,41.61838943333333
50.0,20,6,55.766801099999995
11.0,17,2,183.0545423833333
50.0,8,0,47.95411086666666
60.0,9,5,54.722498316666666
50.0,17,0,52.2605883
150.0,20,2,17.25500115
50.0,20,5,55.65640345
60.0,19,6,51.12485408333334
60.0,17,5,60.48835666666666
30.0,20,3,145.5327423
30.0,19,0,107.83650551666666
60.0,13,3,59.508106399999996
7.2,13,4,110.90587401666667
50.0,13,6,44.62523436666667
50.0,11,3,58.30985488333333
50.0,13,5,62.42388705
50.0,17,0,50.503609833333336
50.0,18,4,47.58743904999999
7.2,9,2,197.61892876666667
50.0,11,3,35.63272838333333
50.0,18,4,48.110231033333335
120.0,12,1,21.0800931
120.0,20,6,29.084960533333334
50.0,8,5,36.67450805
50.0,12,5,42.68793808333333
30.0,11,6,169.92883231666667
7.2,11,0,154.04262361666667
60.0,13,2,37.49184553333334
15.0,15,5,108.56173041666666
50.0,12,0,64.56775203333333
150.0,20,2,22.8472458
120.0,20,3,16.96176195
50.0,20,2,63.86589895
50.0,13,4,48.42657331666667
22.0,18,3,225.34318743333333
30.0,9,0,189.88514915
7.2,20,0,149.46337938333332
150.0,11,3,22.8140102
50.0,12,3,44.73349481666666
11.0,19,1,232.5154888
30.0,18,6,199.88875850000002
50.0,19,0,33.36646953333334
50.0,17,4,64.25175285
60.0,11,6,48.00552341666666
150.0,20,3,26.68813975
50.0,18,5,30.51965645
50.0,18,4,50.423942483333335
7.2,10,3,186.34283288333333
50.0,12,1,53.29145273333334
60.0,11,5,42.837645916666666
30.0,13,0,100.16519435000001
30.0,20,5,216.1433092833333
65.0,17,5,60.21290701666667
15.0,10,4,128.54216308333332
120.0,13,4,20.099197150000002
30.0,9,5,237.55677686666667
150.0,17,5,34.137588
22.0,14,6,218.89650801666667
60.0,13,1,48.95383625
60.0,20,6,59.74869268333334
15.0,12,5,185.94820763333334
50.0,10,4,62.416106633333335
60.0,19,5,37.887350366666666
30.0,19,2,151.53450014999999
50.0,14,0,37.86090623333334
11.0,12,6,113.12843778333333
150.0,20,3,23.236152016666665
50.0,13,1,53.280490099999994
30.0,18,1,135.99621378333333
50.0,13,0,52.62559398333334
30.0,15,5,111.63672956666666
15.0,18,2,220.5146837
50.0,13,1,48.840551649999995
50.0,12,2,61.80959541666667
50.0,20,1,45.49675118333334
7.2,19,5,226.01356303333333
60.0,20,2,50.885503
11.0,10,0,210.8625645333333
50.0,18,5,38.11819245
50.0,19,0,30.45116438333333
30.0,17,6,90.70457316666666
50.0,19,1,46.7484789
50.0,12,0,60.01227791666667
15.0,19,5,216.56861715
7.2,11,0,238.33899091666666
60.0,18,5,49.94284015
30.0,12,0,212.85805413333335
30.0,19,6,219.2184995833333
15.0,19,5,205.94454668333336
50.0,14,0,41.063143933333336
50.0,9,1,32.01362676666667
65.0,9,6,48.14121316666667
60.0,12,4,52.707057250000005
50.0,19,3,41.44844933333333
120.0,9,0,32.742645483333334
50.0,18,3,54.24843393333333
22.0,19,5,156.53924468333335
120.0,17,6,34.83884801666667
7.2,19,0,145.18295045000002
150.0,20,3,24.80322871666667
7.2,14,0,227.86586118333335
50.0,18,4,44.9507374
120.0,16,5,22.890083466666667
120.0,10,6,29.744798600000003
50.0,8,0,63.79537193333333
15.0,20,5,162.80580498333333
50.0,14,6,60.499078133333335
50.0,19,3,58.117443316666666
11.0,18,0,131.1642073
50.0,11,4,31.566005299999997
50.0,13,4,60.61640331666667
120.0,20,5,21.0748184
50.0,17,4,52.1227742
120.0,19,0,33.54613746666667
60.0,17,1,51.174162349999996
50.0,9,1,30.58614833333333
7.2,13,2,122.47806466666665
50.0,17,1,54.86117855
120.0,19,1,17.287077633333336
60.0,13,6,53.268078700000004
50.0,20,6,38.6225111
7.2,21,4,112.19853475
150.0,17,0,23.71820605
50.0,18,0,52.457325149999996
15.0,17,5,119.27370913333333
7.2,17,2,151.4916773
50.0,12,1,39.296161233333336
50.0,19,6,57.98742613333333
50.0,11,2,46.27426321666667
150.0,18,1,26.403495383333333
11.0,12,0,128.29219278333332
50.0,13,6,36.9344723
30.0,20,0,129.31902
22.0,10,2,208.18360103333333
22.0,9,3,149.41466073333333
50.0,12,5,34.69130003333333
120.0,8,3,32.9888384
120.0,18,4,30.471303433333333
7.2,11,1,173.87055875
120.0,18,3,28.411018766666665
50.0,12,4,52.22791088333334
7.2,15,5,205.01808088333334
22.0,11,3,208.55078813333333
60.0,12,1,59.45371555
50.0,17,5,41.15198851666666
50.0,10,6,60.3100699
30.0,8,0,175.16914083333333
50.0,10,2,34.61578956666666
50.0,11,6,53.97321501666667
120.0,14,6,31.702290716666667
7.2,13,4,140.92449864999998
50.0,10,5,64.15164488333333
50.0,17,4,49.9345377
15.0,10,4,138.22391165
30.0,11,0,116.42819996666667
50.0,8,1,59.00534638333333
30.0,21,5,231.7961867
30.0,20,4,140.89544723333333
30.0,17,0,212.56611156666668
50.0,18,0,63.04053776666667
50.0,13,1,63.00977456666667
50.0,10,0,63.85694911666667
30.0,20,0,119.05460708333334
15.0,14,6,194.81150340000002
60.0,17,1,57.697125199999995
50.0,12,4,53.18646355
50.0,20,6,40.06680531666667
120.0,16,1,32.79893695
150.0,8,5,23.333516866666667
120.0,11,0,26.536594733333335
150.0,10,1,20.43822855
50.0,20,2,60.7254034
50.0,8,4,40.75483453333333
50.0,18,0,48.4247104
50.0,19,1,33.06015026666667
7.2,19,5,109.91990080000001
7.2,11,4,186.49531343333334
50.0,12,4,55.799351566666665
60.0,19,1,64.99892626666666
30.0,13,5,127.73976255
50.0,18,3,33.478700133333334
50.0,9,1,37.10566586666666
7.2,9,0,235.27623033333333
30.0,12,1,134.00573091666666
150.0,22,1,30.82465031666667
22.0,11,2,174.4039222
11.0,19,1,236.53270853333333
50.0,17,6,63.0613552
50.0,9,0,36.77166703333333
50.0,20,1,38.35101965
22.0,8,3,185.13782733333335
22.0,20,5,210.00710861666667
11.0,19,4,126.49036743333333
50.0,20,0,35.718480050000004
50.0,19,3,55.83527945
50.0,13,0,61.75055485
60.0,12,2,32.91753606666666
30.0,18,5,139.87775671666668
30.0,20,4,129.35578715
15.0,19,0,169.81575736666667
150.0,10,6,23.512775350000002
60.0,12,2,61.98709986666667
30.0,22,1,192.11015453333331
7.2,17,2,123.81513801666667
30.0,13,1,216.46309555000002
60.0,14,1,38.670039233333334
22.0,9,1,222.18961243333334
30.0,11,2,159.32327685
50.0,18,6,42.69521116666667
50.0,17,6,50.26243556666667
60.0,19,4,39.61148555
7.2,10,0,197.35952946666666
50.0,17,0,47.448735416666665
60.0,13,4,59.453564566666664
120.0,10,4,16.96085495
50.0,19,5,49.46944833333334
50.0,18,1,45.565818916666665
7.2,12,4,149.42611685
120.0,17,6,21.63281473333333
11.0,6,0,217.3729404
120.0,19,4,20.47958768333333
50.0,13,4,45.78061895
30.0,16,3,119.74380541666666
11.0,19,0,139.66745013333332
22.0,17,3,169.96663258333334
22.0,19,3,107.24901748333333
50.0,12,0,64.82924246666667
30.0,20,2,146.79143746666665
50.0,12,2,61.97992246666667
50.0,17,2,36.481355799999996
50.0,17,0,55.670923
11.0,20,6,126.08978038333333
50.0,20,1,61.8854476
7.2,10,4,173.47446243333334
60.0,18,6,45.7406225
7.2,16,3,111.7889146
22.0,14,3,102.74903136666667
50.0,11,2,60.812068849999996
50.0,20,1,51.300063466666664
50.0,9,3,57.7087381
60.0,12,6,47.65390693333333
60.0,13,0,35.56853566666667
60.0,12,1,61.159972599999996
120.0,19,4,25.134860933333336
60.0,19,1,42.15224138333333
120.0,8,0,22.667682116666665
30.0,18,2,175.1542599
60.0,11,6,53.592198233333335
11.0,8,5,138.08838210000002
15.0,11,2,130.36027755
50.0,17,0,33.57139545
50.0,9,0,54.11360916666667
50.0,8,4,34.59900736666667
50.0,19,1,55.1236189
11.0,16,5,91.5188606
50.0,12,4,53.81795268333334
30.0,20,5,94.10895425
50.0,17,0,63.43925733333333
120.0,21,4,17.164229483333333
150.0,12,3,28.80520143333333
7.2,21,1,101.3385985
30.0,18,2,155.65568846666665
22.0,12,5,173.02902046666668
150.0,23,5,31.417102133333334
50.0,17,0,54.4072337
11.0,11,5,171.33438801666668
120.0,17,6,27.376133566666667
50.0,13,2,56.73530856666666
50.0,16,6,42.82623086666667
60.0,20,1,53.4810038
11.0,17,4,228.51144375
30.0,8,1,210.43705676666664
50.0,20,6,39.776056133333334
30.0,12,1,175.0132300666667
120.0,17,0,16.114595266666665
120.0,12,1,31.574700033333333
50.0,18,3,61.01295051666667
60.0,22,1,63.789030000000004
50.0,17,0,34.0151379
7.2,12,1,167.51445125
50.0,22,2,44.12713135
15.0,12,0,226.16978493333332
7.2,13,6,147.851174
50.0,18,1,41.21197266666666
11.0,22,2,198.54972358333333
50.0,12,6,39.794032466666664
30.0,11,6,151.63295058333333
30.0,13,5,103.50903308333334
150.0,19,5,26.9014013
50.0,19,3,46.44495821666667
30.0,10,0,191.15175666666667
60.0,12,6,46.57372873333334
30.0,14,2,215.98526984999998
60.0,8,1,62.28085535
7.2,14,6,201.19449583333332
7.2,21,3,185.5314529
50.0,19,3,49.06996185
15.0,17,1,90.06602463333334
50.0,18,4,47.249730050000004
50.0,13,5,42.811508466666666
22.0,17,4,96.41424313333333
50.0,20,1,49.19510768333334
30.0,21,2,196.32979483333332
60.0,10,1,48.211785666666664
50.0,20,1,36.29269098333334
30.0,12,3,118.4329706
7.2,17,2,167.5423885
50.0,14,0,33.95161543333333
50.0,10,0,59.46905241666666
50.0,16,3,45.58242728333333
